step,t,y,rho,u,v,p
300,1.79508,3.4321,1.84,0,0,1e-09
300,1.79508,3.48148,1.84,0,0,1e-09
300,1.79508,3.53086,1.84,0,0,1e-09
300,1.79508,3.58025,1.84,0,0,1e-09
300,1.79508,3.62963,1.84,0,0,1e-09
300,1.79508,3.67901,1.84,0,0,1e-09
300,1.79508,3.7284,1.84,0,0,1e-09
300,1.79508,3.77778,1.84,0,0,1e-09
300,1.79508,3.82716,1.84,0,0,1e-09
300,1.79508,3.87654,1.84,0,0,1e-09
300,1.79508,3.92593,1.84,0,0,1e-09
300,1.79508,3.97531,1.84,0,0,1e-09
350,2.07705,0.0246914,1.84,0,0,1e-09
350,2.07705,0.0740741,1.84,0,0,1e-09
350,2.07705,0.123457,1.84,0,0,1e-09
350,2.07705,0.17284,1.84,0,0,1e-09
350,2.07705,0.222222,1.84,0,0,1e-09
350,2.07705,0.271605,1.84,0,0,1e-09
350,2.07705,0.320988,1.84,0,0,1e-09
350,2.07705,0.37037,1.84,0,0,1e-09
350,2.07705,0.419753,1.84,0,0,1e-09
350,2.07705,0.469136,1.84,0,0,1e-09
350,2.07705,0.518519,1.84,0,0,1e-09
350,2.07705,0.567901,1.84,0,0,1e-09
350,2.07705,0.617284,1.84,0,0,1e-09
350,2.07705,0.666667,1.84,0,0,1e-09
350,2.07705,0.716049,1.84,0,0,1e-09
350,2.07705,0.765432,1.84,0,0,1e-09
350,2.07705,0.814815,1.84,0,0,1e-09
350,2.07705,0.864198,1.84,0,0,1e-09
350,2.07705,0.91358,1.84,0,0,1e-09
350,2.07705,0.962963,1.84,0,0,1e-09
350,2.07705,1.01235,1.84,0,0,1e-09
350,2.07705,1.06173,1.84,0,0,1e-09
350,2.07705,1.11111,1.84,0,0,1e-09
350,2.07705,1.16049,1.84,0,0,1e-09
350,2.07705,1.20988,1.84,0,0,1e-09
350,2.07705,1.25926,1.84,0,0,1e-09
350,2.07705,1.30864,1.84,0,0,1e-09
350,2.07705,1.35802,1.84,0,0,1e-09
350,2.07705,1.40741,1.84,0,0,1e-09
350,2.07705,1.45679,1.84,0,0,1e-09
350,2.07705,1.50617,1.84,0,0,1e-09
350,2.07705,1.55556,1.84,0,0,1e-09
350,2.07705,1.60494,1.84,0,0,1e-09
350,2.07705,1.65432,1.84,0,0,1e-09
350,2.07705,1.7037,1.84,0,0,1e-09
350,2.07705,1.75309,1.84,0,0,1e-09
350,2.07705,1.80247,1.84,0,0,1e-09
350,2.07705,1.85185,1.84,0,0,1e-09
350,2.07705,1.90123,1.84,0,0,1e-09
350,2.07705,1.95062,1.84,0,0,1e-09
350,2.07705,2,1.84,0,0,1e-09
350,2.07705,2.04938,1.84,0,0,1e-09
350,2.07705,2.09877,1.84,0,0,1e-09
350,2.07705,2.14815,1.84,0,0,1e-09
350,2.07705,2.19753,1.84,0,0,1e-09
350,2.07705,2.24691,1.84,0,0,1e-09
350,2.07705,2.2963,1.84,0,0,1e-09
350,2.07705,2.34568,1.84,0,0,1e-09
350,2.07705,2.39506,1.84,0,0,1e-09
350,2.07705,2.44444,1.84,0,0,1e-09
350,2.07705,2.49383,1.84,0,0,1e-09
350,2.07705,2.54321,1.84,0,0,1e-09
350,2.07705,2.59259,1.84,0,0,1e-09
350,2.07705,2.64198,1.84,0,0,1e-09
350,2.07705,2.69136,1.84,0,0,1e-09
350,2.07705,2.74074,1.84,0,0,1e-09
350,2.07705,2.79012,1.84,0,0,1e-09
350,2.07705,2.83951,1.84,0,0,1e-09
350,2.07705,2.88889,1.84,0,0,1e-09
350,2.07705,2.93827,1.84,0,0,1e-09
350,2.07705,2.98765,1.84,0,0,1e-09
350,2.07705,3.03704,1.84,0,0,1e-09
350,2.07705,3.08642,1.84,0,0,1e-09
350,2.07705,3.1358,1.84,0,0,1e-09
350,2.07705,3.18519,1.84,0,0,1e-09
350,2.07705,3.23457,1.84,0,0,1e-09
350,2.07705,3.28395,1.84,0,0,1e-09
350,2.07705,3.33333,1.84,0,0,1e-09
350,2.07705,3.38272,1.84,0,0,1e-09
350,2.07705,3.4321,1.84,0,0,1e-09
350,2.07705,3.48148,1.84,0,0,1e-09
350,2.07705,3.53086,1.84,0,0,1e-09
350,2.07705,3.58025,1.84,0,0,1e-09
350,2.07705,3.62963,1.84,0,0,1e-09
350,2.07705,3.67901,1.84,0,0,1e-09
350,2.07705,3.7284,1.84,0,0,1e-09
350,2.07705,3.77778,1.84,0,0,1e-09
350,2.07705,3.82716,1.84,0,0,1e-09
350,2.07705,3.87654,1.84,0,0,1e-09
350,2.07705,3.92593,1.84,0,0,1e-09
350,2.07705,3.97531,1.84,0,0,1e-09
400,2.35352,0.0246914,1.84,0,0,1e-09
400,2.35352,0.0740741,1.84,0,0,1e-09
400,2.35352,0.123457,1.84,0,0,1e-09
400,2.35352,0.17284,1.84,0,0,1e-09
400,2.35352,0.222222,1.84,0,0,1e-09
400,2.35352,0.271605,1.84,0,0,1e-09
400,2.35352,0.320988,1.84,0,0,1e-09
400,2.35352,0.37037,1.84,0,0,1e-09
400,2.35352,0.419753,1.84,0,0,1e-09
400,2.35352,0.469136,1.84,0,0,1e-09
400,2.35352,0.518519,1.84,0,0,1e-09
400,2.35352,0.567901,1.84,0,0,1e-09
400,2.35352,0.617284,1.84,0,0,1e-09
400,2.35352,0.666667,1.84,0,0,1e-09
400,2.35352,0.716049,1.84,0,0,1e-09
400,2.35352,0.765432,1.84,0,0,1e-09
400,2.35352,0.814815,1.84,0,0,1e-09
400,2.35352,0.864198,1.84,0,0,1e-09
400,2.35352,0.91358,1.84,0,0,1e-09
400,2.35352,0.962963,1.84,0,0,1e-09
400,2.35352,1.01235,1.84,0,0,1e-09
400,2.35352,1.06173,1.84,0,0,1e-09
400,2.35352,1.11111,1.84,0,0,1e-09
400,2.35352,1.16049,1.84,0,0,1e-09
400,2.35352,1.20988,1.84,0,0,1e-09
400,2.35352,1.25926,1.84,0,0,1e-09
400,2.35352,1.30864,1.84,0,0,1e-09
400,2.35352,1.35802,1.84,0,0,1e-09
400,2.35352,1.40741,1.84,0,0,1e-09
400,2.35352,1.45679,1.84,0,0,1e-09
400,2.35352,1.50617,1.84,0,0,1e-09
400,2.35352,1.55556,1.84,0,0,1e-09
400,2.35352,1.60494,1.84,0,0,1e-09
400,2.35352,1.65432,1.84,0,0,1e-09
400,2.35352,1.7037,1.84,0,0,1e-09
400,2.35352,1.75309,1.84,0,0,1e-09
400,2.35352,1.80247,1.84,0,0,1e-09
400,2.35352,1.85185,1.84,0,0,1e-09
400,2.35352,1.90123,1.84,0,0,1e-09
400,2.35352,1.95062,1.84,0,0,1e-09
400,2.35352,2,1.84,0,0,1e-09
400,2.35352,2.04938,1.84,0,0,1e-09
400,2.35352,2.09877,1.84,0,0,1e-09
400,2.35352,2.14815,1.84,0,0,1e-09
400,2.35352,2.19753,1.84,0,0,1e-09
400,2.35352,2.24691,1.84,0,0,1e-09
400,2.35352,2.2963,1.84,0,0,1e-09
400,2.35352,2.34568,1.84,0,0,1e-09
400,2.35352,2.39506,1.84,0,0,1e-09
400,2.35352,2.44444,1.84,0,0,1e-09
400,2.35352,2.49383,1.84,0,0,1e-09
400,2.35352,2.54321,1.84,0,0,1e-09
400,2.35352,2.59259,1.84,0,0,1e-09
400,2.35352,2.64198,1.84,0,0,1e-09
400,2.35352,2.69136,1.84,0,0,1e-09
400,2.35352,2.74074,1.84,0,0,1e-09
400,2.35352,2.79012,1.84,0,0,1e-09
400,2.35352,2.83951,1.84,0,0,1e-09
400,2.35352,2.88889,1.84,0,0,1e-09
400,2.35352,2.93827,1.84,0,0,1e-09
400,2.35352,2.98765,1.84,0,0,1e-09
400,2.35352,3.03704,1.84,0,0,1e-09
400,2.35352,3.08642,1.84,0,0,1e-09
400,2.35352,3.1358,1.84,0,0,1e-09
400,2.35352,3.18519,1.84,0,0,1e-09
400,2.35352,3.23457,1.84,0,0,1e-09
400,2.35352,3.28395,1.84,0,0,1e-09
400,2.35352,3.33333,1.84,0,0,1e-09
400,2.35352,3.38272,1.84,0,0,1e-09
400,2.35352,3.4321,1.84,0,0,1e-09
400,2.35352,3.48148,1.84,0,0,1e-09
400,2.35352,3.53086,1.84,0,0,1e-09
400,2.35352,3.58025,1.84,0,0,1e-09
400,2.35352,3.62963,1.84,0,0,1e-09
400,2.35352,3.67901,1.84,0,0,1e-09
400,2.35352,3.7284,1.84,0,0,1e-09
400,2.35352,3.77778,1.84,0,0,1e-09
400,2.35352,3.82716,1.84,0,0,1e-09
400,2.35352,3.87654,1.84,0,0,1e-09
400,2.35352,3.92593,1.84,0,0,1e-09
400,2.35352,3.97531,1.84,0,0,1e-09
450,2.62376,0.0246914,1.84,0,0,1e-09
450,2.62376,0.0740741,1.84,0,0,1e-09
450,2.62376,0.123457,1.84,0,0,1e-09
450,2.62376,0.17284,1.84,0,0,1e-09
450,2.62376,0.222222,1.84,0,0,1e-09
450,2.62376,0.271605,1.84,0,0,1e-09
450,2.62376,0.320988,1.84,0,0,1e-09
450,2.62376,0.37037,1.84,0,0,1e-09
450,2.62376,0.419753,1.84,0,0,1e-09
450,2.62376,0.469136,1.84,0,0,1e-09
450,2.62376,0.518519,1.84,0,0,1e-09
450,2.62376,0.567901,1.84,0,0,1e-09
450,2.62376,0.617284,1.84,0,0,1e-09
450,2.62376,0.666667,1.84,0,0,1e-09
450,2.62376,0.716049,1.84,0,0,1e-09
450,2.62376,0.765432,1.84,0,0,1e-09
450,2.62376,0.814815,1.84,0,0,1e-09
450,2.62376,0.864198,1.84,0,0,1e-09
450,2.62376,0.91358,1.84,0,0,1e-09
450,2.62376,0.962963,1.84,0,0,1e-09
450,2.62376,1.01235,1.84,0,0,1e-09
450,2.62376,1.06173,1.84,0,0,1e-09
450,2.62376,1.11111,1.84,0,0,1e-09
450,2.62376,1.16049,1.84,0,0,1e-09
450,2.62376,1.20988,1.84,0,0,1e-09
450,2.62376,1.25926,1.84,0,0,1e-09
450,2.62376,1.30864,1.84,0,0,1e-09
450,2.62376,1.35802,1.84,0,0,1e-09
450,2.62376,1.40741,1.84,0,0,1e-09
450,2.62376,1.45679,1.84,0,0,1e-09
450,2.62376,1.50617,1.84,0,0,1e-09
450,2.62376,1.55556,1.84,0,0,1e-09
450,2.62376,1.60494,1.84,0,0,1e-09
450,2.62376,1.65432,1.84,0,0,1e-09
450,2.62376,1.7037,1.84,0,0,1e-09
450,2.62376,1.75309,1.84,0,0,1e-09
450,2.62376,1.80247,1.84,0,0,1e-09
450,2.62376,1.85185,1.84,0,0,1e-09
450,2.62376,1.90123,1.84,0,0,1e-09
450,2.62376,1.95062,1.84,0,0,1e-09
450,2.62376,2,1.84,0,0,1e-09
450,2.62376,2.04938,1.84,0,0,1e-09
450,2.62376,2.09877,1.84,0,0,1e-09
450,2.62376,2.14815,1.84,0,0,1e-09
450,2.62376,2.19753,1.84,0,0,1e-09
450,2.62376,2.24691,1.84,0,0,1e-09
450,2.62376,2.2963,1.84,0,0,1e-09
450,2.62376,2.34568,1.84,0,0,1e-09
450,2.62376,2.39506,1.84,0,0,1e-09
450,2.62376,2.44444,1.84,0,0,1e-09
450,2.62376,2.49383,1.84,0,0,1e-09
450,2.62376,2.54321,1.84,0,0,1e-09
450,2.62376,2.59259,1.84,0,0,1e-09
450,2.62376,2.64198,1.84,0,0,1e-09
450,2.62376,2.69136,1.84,0,0,1e-09
450,2.62376,2.74074,1.84,0,0,1e-09
450,2.62376,2.79012,1.84,0,0,1e-09
450,2.62376,2.83951,1.84,0,0,1e-09
450,2.62376,2.88889,1.84,0,0,1e-09
450,2.62376,2.93827,1.84,0,0,1e-09
450,2.62376,2.98765,1.84,0,0,1e-09
450,2.62376,3.03704,1.84,0,0,1e-09
450,2.62376,3.08642,1.84,0,0,1e-09
450,2.62376,3.1358,1.84,0,0,1e-09
450,2.62376,3.18519,1.84,0,0,1e-09
450,2.62376,3.23457,1.84,0,0,1e-09
450,2.62376,3.28395,1.84,0,0,1e-09
450,2.62376,3.33333,1.84,0,0,1e-09
450,2.62376,3.38272,1.84,0,0,1e-09
450,2.62376,3.4321,1.84,0,0,1e-09
450,2.62376,3.48148,1.84,0,0,1e-09
450,2.62376,3.53086,1.84,0,0,1e-09
450,2.62376,3.58025,1.84,0,0,1e-09
450,2.62376,3.62963,1.84,0,0,1e-09
450,2.62376,3.67901,1.84,0,0,1e-09
450,2.62376,3.7284,1.84,0,0,1e-09
450,2.62376,3.77778,1.84,0,0,1e-09
450,2.62376,3.82716,1.84,0,0,1e-09
450,2.62376,3.87654,1.84,0,0,1e-09
450,2.62376,3.92593,1.84,0,0,1e-09
450,2.62376,3.97531,1.84,0,0,1e-09
500,2.89418,0.0246914,1.84,0,0,1e-09
500,2.89418,0.0740741,1.84,0,0,1e-09
500,2.89418,0.123457,1.84,0,0,1e-09
500,2.89418,0.17284,1.84,0,0,1e-09
500,2.89418,0.222222,1.84,0,0,1e-09
500,2.89418,0.271605,1.84,0,0,1e-09
500,2.89418,0.320988,1.84,0,0,1e-09
500,2.89418,0.37037,1.84,0,0,1e-09
500,2.89418,0.419753,1.84,0,0,1e-09
500,2.89418,0.469136,1.84,0,0,1e-09
500,2.89418,0.518519,1.84,0,0,1e-09
500,2.89418,0.567901,1.84,0,0,1e-09
500,2.89418,0.617284,1.84,0,0,1e-09
500,2.89418,0.666667,1.84,0,0,1e-09
500,2.89418,0.716049,1.84,0,0,1e-09
500,2.89418,0.765432,1.84,0,0,1e-09
500,2.89418,0.814815,1.84,0,0,1e-09
500,2.89418,0.864198,1.84,0,0,1e-09
500,2.89418,0.91358,1.84,0,0,1e-09
500,2.89418,0.962963,1.84,0,0,1e-09
500,2.89418,1.01235,1.84,0,0,1e-09
500,2.89418,1.06173,1.84,0,0,1e-09
500,2.89418,1.11111,1.84,0,0,1e-09
500,2.89418,1.16049,1.84,0,0,1e-09
500,2.89418,1.20988,1.84,0,0,1e-09
500,2.89418,1.25926,1.84,0,0,1e-09
500,2.89418,1.30864,1.84,0,0,1e-09
500,2.89418,1.35802,1.84,0,0,1e-09
500,2.89418,1.40741,1.84,0,0,1e-09
500,2.89418,1.45679,1.84,0,0,1e-09
500,2.89418,1.50617,1.84,0,0,1e-09
500,2.89418,1.55556,1.84,0,0,1e-09
500,2.89418,1.60494,1.84,0,0,1e-09
500,2.89418,1.65432,1.84,0,0,1e-09
500,2.89418,1.7037,1.84,0,0,1e-09
500,2.89418,1.75309,1.84,0,0,1e-09
500,2.89418,1.80247,1.84,0,0,1e-09
500,2.89418,1.85185,1.84,0,0,1e-09
500,2.89418,1.90123,1.84,0,0,1e-09
500,2.89418,1.95062,1.84,0,0,1e-09
500,2.89418,2,1.84,0,0,1e-09
500,2.89418,2.04938,1.84,0,0,1e-09
500,2.89418,2.09877,1.84,0,0,1e-09
500,2.89418,2.14815,1.84,0,0,1e-09
500,2.89418,2.19753,1.84,0,0,1e-09
500,2.89418,2.24691,1.84,0,0,1e-09
500,2.89418,2.2963,1.84,0,0,1e-09
500,2.89418,2.34568,1.84,0,0,1e-09
500,2.89418,2.39506,1.84,0,0,1e-09
500,2.89418,2.44444,1.84,0,0,1e-09
500,2.89418,2.49383,1.84,0,0,1e-09
500,2.89418,2.54321,1.84,0,0,1e-09
500,2.89418,2.59259,1.84,0,0,1e-09
500,2.89418,2.64198,1.84,0,0,1e-09
500,2.89418,2.69136,1.84,0,0,1e-09
500,2.89418,2.74074,1.84,0,0,1e-09
500,2.89418,2.79012,1.84,0,0,1e-09
500,2.89418,2.83951,1.84,0,0,1e-09
500,2.89418,2.88889,1.84,0,0,1e-09
500,2.89418,2.93827,1.84,0,0,1e-09
500,2.89418,2.98765,1.84,0,0,1e-09
500,2.89418,3.03704,1.84,0,0,1e-09
500,2.89418,3.08642,1.84,0,0,1e-09
500,2.89418,3.1358,1.84,0,0,1e-09
500,2.89418,3.18519,1.84,0,0,1e-09
500,2.89418,3.23457,1.84,0,0,1e-09
500,2.89418,3.28395,1.84,0,0,1e-09
500,2.89418,3.33333,1.84,0,0,1e-09
500,2.89418,3.38272,1.84,0,0,1e-09
500,2.89418,3.4321,1.84,0,0,1e-09
500,2.89418,3.48148,1.84,0,0,1e-09
500,2.89418,3.53086,1.84,0,0,1e-09
500,2.89418,3.58025,1.84,0,0,1e-09
500,2.89418,3.62963,1.84,0,0,1e-09
500,2.89418,3.67901,1.84,0,0,1e-09
500,2.89418,3.7284,1.84,0,0,1e-09
500,2.89418,3.77778,1.84,0,0,1e-09
500,2.89418,3.82716,1.84,0,0,1e-09
500,2.89418,3.87654,1.84,0,0,1e-09
500,2.89418,3.92593,1.84,0,0,1e-09
500,2.89418,3.97531,1.84,0,0,1e-09
550,3.1683,0.0246914,1.84,0,0,1e-09
550,3.1683,0.0740741,1.84,0,0,1e-09
550,3.1683,0.123457,1.84,0,0,1e-09
550,3.1683,0.17284,1.84,0,0,1e-09
550,3.1683,0.222222,1.84,0,0,1e-09
550,3.1683,0.271605,1.84,0,0,1e-09
550,3.1683,0.320988,1.84,0,0,1e-09
550,3.1683,0.37037,1.84,0,0,1e-09
550,3.1683,0.419753,1.84,0,0,1e-09
550,3.1683,0.469136,1.84,0,0,1e-09
550,3.1683,0.518519,1.84,0,0,1e-09
550,3.1683,0.567901,1.84,0,0,1e-09
550,3.1683,0.617284,1.84,0,0,1e-09
550,3.1683,0.666667,1.84,0,0,1e-09
550,3.1683,0.716049,1.84,0,0,1e-09
550,3.1683,0.765432,1.84,0,0,1e-09
550,3.1683,0.814815,1.84,0,0,1e-09
550,3.1683,0.864198,1.84,0,0,1e-09
550,3.1683,0.91358,1.84,0,0,1e-09
550,3.1683,0.962963,1.84,0,0,1e-09
550,3.1683,1.01235,1.84,0,0,1e-09
550,3.1683,1.06173,1.84,0,0,1e-09
550,3.1683,1.11111,1.84,0,0,1e-09
550,3.1683,1.16049,1.84,0,0,1e-09
550,3.1683,1.20988,1.84,0,0,1e-09
550,3.1683,1.25926,1.84,0,0,1e-09
550,3.1683,1.30864,1.84,0,0,1e-09
550,3.1683,1.35802,1.84,0,0,1e-09
550,3.1683,1.40741,1.84,0,0,1e-09
550,3.1683,1.45679,1.84,0,0,1e-09
550,3.1683,1.50617,1.84,0,0,1e-09
550,3.1683,1.55556,1.84,0,0,1e-09
550,3.1683,1.60494,1.84,0,0,1e-09
550,3.1683,1.65432,1.84,0,0,1e-09
550,3.1683,1.7037,1.84,0,0,1e-09
550,3.1683,1.75309,1.84,0,0,1e-09
550,3.1683,1.80247,1.84,0,0,1e-09
550,3.1683,1.85185,1.84,0,0,1e-09
550,3.1683,1.90123,1.84,0,0,1e-09
550,3.1683,1.95062,1.84,0,0,1e-09
550,3.1683,2,1.84,0,0,1e-09
550,3.1683,2.04938,1.84,0,0,1e-09
550,3.1683,2.09877,1.84,0,0,1e-09
550,3.1683,2.14815,1.84,0,0,1e-09
550,3.1683,2.19753,1.84,0,0,1e-09
550,3.1683,2.24691,1.84,0,0,1e-09
550,3.1683,2.2963,1.84,0,0,1e-09
550,3.1683,2.34568,1.84,0,0,1e-09
550,3.1683,2.39506,1.84,0,0,1e-09
550,3.1683,2.44444,1.84,0,0,1e-09
550,3.1683,2.49383,1.84,0,0,1e-09
550,3.1683,2.54321,1.84,0,0,1e-09
550,3.1683,2.59259,1.84,0,0,1e-09
550,3.1683,2.64198,1.84,0,0,1e-09
550,3.1683,2.69136,1.84,0,0,1e-09
550,3.1683,2.74074,1.84,0,0,1e-09
550,3.1683,2.79012,1.84,0,0,1e-09
550,3.1683,2.83951,1.84,0,0,1e-09
550,3.1683,2.88889,1.84,0,0,1e-09
550,3.1683,2.93827,1.84,0,0,1e-09
550,3.1683,2.98765,1.84,0,0,1e-09
550,3.1683,3.03704,1.84,0,0,1e-09
550,3.1683,3.08642,1.84,0,0,1e-09
550,3.1683,3.1358,1.84,0,0,1e-09
550,3.1683,3.18519,1.84,0,0,1e-09
550,3.1683,3.23457,1.84,0,0,1e-09
550,3.1683,3.28395,1.84,0,0,1e-09
550,3.1683,3.33333,1.84,0,0,1e-09
550,3.1683,3.38272,1.84,0,0,1e-09
550,3.1683,3.4321,1.84,0,0,1e-09
550,3.1683,3.48148,1.84,0,0,1e-09
550,3.1683,3.53086,1.84,0,0,1e-09
550,3.1683,3.58025,1.84,0,0,1e-09
550,3.1683,3.62963,1.84,0,0,1e-09
550,3.1683,3.67901,1.84,0,0,1e-09
550,3.1683,3.7284,1.84,0,0,1e-09
550,3.1683,3.77778,1.84,0,0,1e-09
550,3.1683,3.82716,1.84,0,0,1e-09
550,3.1683,3.87654,1.84,0,0,1e-09
550,3.1683,3.92593,1.84,0,0,1e-09
550,3.1683,3.97531,1.84,0,0,1e-09
600,3.45162,0.0246914,1.84,0,0,1e-09
600,3.45162,0.0740741,1.84,0,0,1e-09
600,3.45162,0.123457,1.84,0,0,1e-09
600,3.45162,0.17284,1.84,0,0,1e-09
600,3.45162,0.222222,1.84,0,0,1e-09
600,3.45162,0.271605,1.84,0,0,1e-09
600,3.45162,0.320988,1.84,0,0,1e-09
600,3.45162,0.37037,1.84,0,0,1e-09
600,3.45162,0.419753,1.84,0,0,1e-09
600,3.45162,0.469136,1.84,0,0,1e-09
600,3.45162,0.518519,1.84,0,0,1e-09
600,3.45162,0.567901,1.84,0,0,1e-09
600,3.45162,0.617284,1.84,0,0,1e-09
600,3.45162,0.666667,1.84,0,0,1e-09
600,3.45162,0.716049,1.84,0,0,1e-09
600,3.45162,0.765432,1.84,0,0,1e-09
600,3.45162,0.814815,1.84,0,0,1e-09
600,3.45162,0.864198,1.84,0,0,1e-09
600,3.45162,0.91358,1.84,0,0,1e-09
600,3.45162,0.962963,1.84,0,0,1e-09
600,3.45162,1.01235,1.84,0,0,1e-09
600,3.45162,1.06173,1.84,0,0,1e-09
600,3.45162,1.11111,1.84,0,0,1e-09
600,3.45162,1.16049,1.84,0,0,1e-09
600,3.45162,1.20988,1.84,0,0,1e-09
600,3.45162,1.25926,1.84,0,0,1e-09
600,3.45162,1.30864,1.84,0,0,1e-09
600,3.45162,1.35802,1.84,0,0,1e-09
600,3.45162,1.40741,1.84,0,0,1e-09
600,3.45162,1.45679,1.84,0,0,1e-09
600,3.45162,1.50617,1.84,0,0,1e-09
600,3.45162,1.55556,1.84,0,0,1e-09
600,3.45162,1.60494,1.84,0,0,1e-09
600,3.45162,1.65432,1.84,0,0,1e-09
600,3.45162,1.7037,1.84,0,0,1e-09
600,3.45162,1.75309,1.84,0,0,1e-09
600,3.45162,1.80247,1.84,0,0,1e-09
600,3.45162,1.85185,1.84,0,0,1e-09
600,3.45162,1.90123,1.84,0,0,1e-09
600,3.45162,1.95062,1.84,0,0,1e-09
600,3.45162,2,1.84,0,0,1e-09
600,3.45162,2.04938,1.84,0,0,1e-09
600,3.45162,2.09877,1.84,0,0,1e-09
600,3.45162,2.14815,1.84,0,0,1e-09
600,3.45162,2.19753,1.84,0,0,1e-09
600,3.45162,2.24691,1.84,0,0,1e-09
600,3.45162,2.2963,1.84,0,0,1e-09
600,3.45162,2.34568,1.84,0,0,1e-09
600,3.45162,2.39506,1.84,0,0,1e-09
600,3.45162,2.44444,1.84,0,0,1e-09
600,3.45162,2.49383,1.84,0,0,1e-09
600,3.45162,2.54321,1.84,0,0,1e-09
600,3.45162,2.59259,1.84,0,0,1e-09
600,3.45162,2.64198,1.84,0,0,1e-09
600,3.45162,2.69136,1.84,0,0,1e-09
600,3.45162,2.74074,1.84,0,0,1e-09
600,3.45162,2.79012,1.84,0,0,1e-09
600,3.45162,2.83951,1.84,0,0,1e-09
600,3.45162,2.88889,1.84,0,0,1e-09
600,3.45162,2.93827,1.84,0,0,1e-09
600,3.45162,2.98765,1.84,0,0,1e-09
600,3.45162,3.03704,1.84,0,0,1e-09
600,3.45162,3.08642,1.84,0,0,1e-09
600,3.45162,3.1358,1.84,0,0,1e-09
600,3.45162,3.18519,1.84,0,0,1e-09
600,3.45162,3.23457,1.84,0,0,1e-09
600,3.45162,3.28395,1.84,0,0,1e-09
600,3.45162,3.33333,1.84,0,0,1e-09
600,3.45162,3.38272,1.84,0,0,1e-09
600,3.45162,3.4321,1.84,0,0,1e-09
600,3.45162,3.48148,1.84,0,0,1e-09
600,3.45162,3.53086,1.84,0,0,1e-09
600,3.45162,3.58025,1.84,0,0,1e-09
600,3.45162,3.62963,1.84,0,0,1e-09
600,3.45162,3.67901,1.84,0,0,1e-09
600,3.45162,3.7284,1.84,0,0,1e-09
600,3.45162,3.77778,1.84,0,0,1e-09
600,3.45162,3.82716,1.84,0,0,1e-09
600,3.45162,3.87654,1.84,0,0,1e-09
600,3.45162,3.92593,1.84,0,0,1e-09
600,3.45162,3.97531,1.84,0,0,1e-09
650,3.72178,0.0246914,1.84,0,0,1e-09
650,3.72178,0.0740741,1.84,0,0,1e-09
650,3.72178,0.123457,1.84,0,0,1e-09
650,3.72178,0.17284,1.84,0,0,1e-09
650,3.72178,0.222222,1.84,0,0,1e-09
650,3.72178,0.271605,1.84,0,0,1e-09
650,3.72178,0.320988,1.84,0,0,1e-09
650,3.72178,0.37037,1.84,0,0,1e-09
650,3.72178,0.419753,1.84,0,0,1e-09
650,3.72178,0.469136,1.84,0,0,1e-09
650,3.72178,0.518519,1.84,0,0,1e-09
650,3.72178,0.567901,1.84,0,0,1e-09
650,3.72178,0.617284,1.84,0,0,1e-09
650,3.72178,0.666667,1.84,0,0,1e-09
650,3.72178,0.716049,1.84,0,0,1e-09
650,3.72178,0.765432,1.84,0,0,1e-09
650,3.72178,0.814815,1.84,0,0,1e-09
650,3.72178,0.864198,1.84,0,0,1e-09
650,3.72178,0.91358,1.84,0,0,1e-09
650,3.72178,0.962963,1.84,0,0,1e-09
650,3.72178,1.01235,1.84,0,0,1e-09
650,3.72178,1.06173,1.84,0,0,1e-09
650,3.72178,1.11111,1.84,0,0,1e-09
650,3.72178,1.16049,1.84,0,0,1e-09
650,3.72178,1.20988,1.84,0,0,1e-09
650,3.72178,1.25926,1.84,0,0,1e-09
650,3.72178,1.30864,1.84,0,0,1e-09
650,3.72178,1.35802,1.84,0,0,1e-09
650,3.72178,1.40741,1.84,0,0,1e-09
650,3.72178,1.45679,1.84,0,0,1e-09
650,3.72178,1.50617,1.84,0,0,1e-09
650,3.72178,1.55556,1.84,0,0,1e-09
650,3.72178,1.60494,1.84,0,0,1e-09
650,3.72178,1.65432,1.84,0,0,1e-09
650,3.72178,1.7037,1.84,0,0,1e-09
650,3.72178,1.75309,1.84,0,0,1e-09
650,3.72178,1.80247,1.84,0,0,1e-09
650,3.72178,1.85185,1.84,0,0,1e-09
650,3.72178,1.90123,1.84,0,0,1e-09
650,3.72178,1.95062,1.84,0,0,1e-09
650,3.72178,2,1.84,0,0,1e-09
650,3.72178,2.04938,1.84,0,0,1e-09
650,3.72178,2.09877,1.84,0,0,1e-09
650,3.72178,2.14815,1.84,0,0,1e-09
650,3.72178,2.19753,1.84,0,0,1e-09
650,3.72178,2.24691,1.84,0,0,1e-09
650,3.72178,2.2963,1.84,0,0,1e-09
650,3.72178,2.34568,1.84,0,0,1e-09
650,3.72178,2.39506,1.84,0,0,1e-09
650,3.72178,2.44444,1.84,0,0,1e-09
650,3.72178,2.49383,1.84,0,0,1e-09
650,3.72178,2.54321,1.84,0,0,1e-09
650,3.72178,2.59259,1.84,0,0,1e-09
650,3.72178,2.64198,1.84,0,0,1e-09
650,3.72178,2.69136,1.84,0,0,1e-09
650,3.72178,2.74074,1.84,0,0,1e-09
650,3.72178,2.79012,1.84,0,0,1e-09
650,3.72178,2.83951,1.84,0,0,1e-09
650,3.72178,2.88889,1.84,0,0,1e-09
650,3.72178,2.93827,1.84,0,0,1e-09
650,3.72178,2.98765,1.84,0,0,1e-09
